User,Trial,House,Condition,Phase,Actual,Answer,AnswerMin,AnswerMax,StartTime,SaveTime,EndTime,Duration,Reaction Time,Subjective Surprise,Confidence,Expectations,Trust,Trust Save Time,Yes Time,No time,Change,Second Estimation,Second Estimation Time,Weight of Advice,performance,rental_price,stars,,,,,,,
1,14,62,3,1,474,0,0,0,1657119400,0,1657119400,0,1657119400,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,15,58,3,1,490,0,0,0,1657119401,0,1657119401,0,1657119401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,16,11,3,1,2000,0,0,0,1657119401,0,1657119401,0,1657119401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,17,93,3,1,850,0,0,0,1657119401,0,1657119401,0,1657119401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,18,6,3,1,450,0,0,0,1657119401,0,1657119402,1,1657119402,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,19,1,3,1,355,0,0,0,1657119402,0,1657119402,0,1657119402,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,20,64,3,1,930,0,0,0,1657119402,0,1657119402,0,1657119402,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,21,81,3,1,715,0,0,0,1657119402,0,1657119402,0,1657119402,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,22,13,3,1,285,0,0,0,1657119402,0,1657119402,0,1657119402,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,23,54,3,1,901,0,0,0,1657119403,0,1657119403,0,1657119403,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,24,34,3,1,457,0,0,0,1657119403,0,1657119403,0,1657119403,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,25,36,3,1,790,0,0,0,1657119403,0,1657119403,0,1657119403,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,26,41,3,1,817,0,0,0,1657119403,0,1657119403,0,1657119403,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,27,65,3,1,450,0,0,0,1657119403,0,1657119404,1,1657119404,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,28,35,3,1,560,0,0,0,1657119404,0,1657119404,0,1657119404,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,29,48,3,1,1149,0,0,0,1657119404,0,1657119404,0,1657119404,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,0,30,3,2,450,0,90,100,1657119406,1657119411,1657119412,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,1,49,3,2,900,0,8,9,1657119412,1657119415,1657119416,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,2,88,3,2,725,0,8,9,1657119416,1657119420,1657119421,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,3,31,3,2,550,0,8,9,1657119421,1657119425,1657119425,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,4,55,3,2,1340,0,8,9,1657119426,1657119429,1657119430,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,5,160,3,2,520,0,8,9,1657119430,1657119433,1657119434,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,6,192,3,2,950,0,8,9,1657119434,1657119438,1657119438,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,7,27,3,2,528,0,8,9,1657119438,1657119442,1657119443,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,8,115,3,2,405,0,8,9,1657119443,1657119447,1657119448,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,9,131,3,2,470,0,8,9,1657119448,1657119452,1657119453,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1,0,36,3,3,755,800,0,0,1657119461,1657119468,1657119475,14,7,1,3,5.625,0,0,1.65712E+12,0,1,755,1.65712E+12,5.625,4.430379747,790,4,,,,,,,
1,1,99,3,3,815,800,0,0,1657119475,1657119481,1657119488,13,7,4,3,1.875,0,1.65712E+12,1.65712E+12,0,1,815,1.65712E+12,-1.875,13.98601399,715,3,,,,,,,
1,2,100,3,3,895,800,0,0,1657119488,1657119496,1657119636,148,140,1,4,11.875,5,1.65712E+12,1.65712E+12,0,1,895,1.65712E+12,-11.875,0,895,5,,,,,,,
1,3,172,3,3,565,800,0,0,1657119636,1657119645,1657119651,15,6,2,3,29.375,5,1.65712E+12,1.65712E+12,0,1,565,1.65712E+12,29.375,2.727272727,550,5,,,,,,,
1,4,162,3,3,355,800,0,0,1657119651,1657119658,1657119666,15,8,2,3,55.625,5,1.65712E+12,1.65712E+12,0,1,355,1.65712E+12,55.625,1.388888889,360,5,,,,,,,
1,5,189,3,3,460,600,0,0,1657119666,1657119674,1657119681,15,7,2,3,23.33333333,5,1.65712E+12,1.65712E+12,0,1,460,1.65712E+12,23.33333333,9.523809524,420,4,,,,,,,
1,6,193,3,3,440,700,0,0,1657119681,1657119687,1657119694,13,7,1,1,37.14285714,5,1.65712E+12,1.65712E+12,0,1,440,1.65712E+12,37.14285714,10.27568922,399,4,,5-stars,4-stars,3-stars,2-stars,1-star,sum
1,7,119,3,3,720,800,0,0,1657119694,1657119701,1657119710,16,9,1,3,10,5,1.65712E+12,1.65712E+12,0,1,720,1.65712E+12,10,4,750,4,,5,17,7,1,0,30
1,8,29,3,3,1240,800,0,0,1657119710,1657119717,1657119725,15,8,1,2,55,5,1.65712E+12,1.65712E+12,0,1,1240,1.65712E+12,-55,12.36749117,1415,4,,0.80,0.20,0.00,-0.20,-0.80,
1,9,113,3,3,790,800,0,0,1657119725,1657119731,1657119737,12,6,1,4,1.25,5,1.65712E+12,1.65712E+12,0,1,790,1.65712E+12,1.25,5.333333333,750,4,,4,3.4,0,-0.2,0,7.2
1,10,195,3,3,1260,800,0,0,1657119737,1657119743,1657119751,14,8,1,4,57.5,5,1.65712E+12,1.65712E+12,0,1,1260,1.65712E+12,-57.5,30.5785124,1815,2,,,,,,,
1,11,181,3,3,720,800,0,0,1657119751,1657119760,1657119767,16,7,1,4,10,5,1.65712E+12,1.65712E+12,0,1,720,1.65712E+12,10,8.745247148,789,4,,,,,,,
1,12,6,3,3,485,700,0,0,1657119767,1657119780,1657119788,21,8,1,5,30.71428571,5,1.65712E+12,1.65712E+12,0,1,485,1.65712E+12,30.71428571,7.777777778,450,4,,,,,,,
1,13,42,3,3,815,900,0,0,1657119788,1657119795,1657119801,13,6,2,2,9.444444444,5,1.65712E+12,1.65712E+12,0,1,815,1.65712E+12,9.444444444,16.42857143,700,3,,5,15,6,2,2,30
1,14,114,3,3,1090,800,0,0,1657119802,1657119807,1657119814,12,7,2,3,36.25,5,1.65712E+12,1.65712E+12,0,1,1090,1.65712E+12,-36.25,18.65671642,1340,3,distribution,17%,50%,20%,7%,7%,
1,15,53,3,3,400,800,0,0,1657119814,1657119820,1657119827,13,7,2,2,50,5,1.65712E+12,1.65712E+12,0,1,400,1.65712E+12,50,14.28571429,350,3,error,3%,13%,24%,40%,120%,
1,16,86,3,3,875,800,0,0,1657119827,1657119832,1657119839,12,7,1,4,9.375,5,1.65712E+12,1.65712E+12,0,1,875,1.65712E+12,-9.375,2.941176471,850,5,,4,3,0,-0.4,-1.6,5
1,17,107,3,3,755,700,0,0,1657119839,1657119847,1657119854,15,7,1,3,7.857142857,6,1.65712E+12,1.65712E+12,0,1,755,1.65712E+12,-7.857142857,4.430379747,790,4,,,,,,,
1,18,96,3,3,765,800,0,0,1657119854,1657119862,1657119873,19,11,1,4,4.375,6,1.65712E+12,1.65712E+12,0,1,765,1.65712E+12,4.375,5.517241379,725,4,,,,,,,
1,19,136,3,3,790,800,0,0,1657119873,1657119880,1657119889,16,9,1,4,1.25,6,1.65712E+12,1.65712E+12,1.65712E+12,1,790,1.65712E+12,1.25,14.49275362,690,3,,,,,,,
1,20,21,3,3,1015,800,0,0,1657119889,1657119898,1657119906,17,8,1,2,26.875,6,1.65712E+12,1.65712E+12,1.65712E+12,1,1015,1.65712E+12,-26.875,12.12121212,1155,4,,,,,,,
1,21,182,3,3,635,800,0,0,1657119907,1657119912,1657119921,14,9,1,4,20.625,6,1.65712E+12,1.65712E+12,1.65712E+12,1,635,1.65712E+12,20.625,16.51376147,545,3,,,,,,,
1,22,123,3,3,620,800,0,0,1657119921,1657119928,1657119937,16,9,1,4,22.5,5,1.65712E+12,1.65712E+12,1.65712E+12,1,620,1.65712E+12,22.5,6.202723147,661,4,,,,,,,
1,23,89,3,3,775,800,0,0,1657119937,1657119943,1657119949,12,6,1,3,3.125,5,1.65712E+12,1.65712E+12,1.65712E+12,1,775,1.65712E+12,3.125,7.185628743,835,4,,,,,,,
1,24,159,3,3,805,800,0,0,1657119949,1657119955,1657119962,13,7,2,3,0.625,5,1.65712E+12,1.65712E+12,1.65712E+12,1,805,1.65712E+12,-0.625,3.870967742,775,4,,,,,,,
1,25,111,3,3,570,800,0,0,1657119962,1657119967,1657119976,14,9,2,4,28.75,5,1.65712E+12,1.65712E+12,1.65712E+12,1,570,1.65712E+12,28.75,15.55555556,675,3,,,,,,,
1,26,58,3,3,530,600,0,0,1657119976,1657119981,1657119990,14,9,2,4,11.66666667,5,1.65712E+12,1.65712E+12,1.65712E+12,1,530,1.65712E+12,11.66666667,8.163265306,490,4,,,,,,,
1,27,108,3,3,510,800,0,0,1657119990,1657120008,1657120019,29,11,5,4,36.25,5,1.65712E+12,1.65712E+12,1.65712E+12,1,510,1.65712E+12,36.25,6.25,480,4,,,,,,,
1,28,75,3,3,1010,800,0,0,1657120019,1657120028,1657120039,20,11,2,4,26.25,5,1.65712E+12,1.65712E+12,1.65712E+12,1,1010,1.65712E+12,-26.25,1.609657948,994,5,,,,,,,
1,29,173,3,3,1175,800,0,0,1657120039,1657120050,1657120060,21,10,2,3,46.875,5,1.65712E+12,1.65712E+12,1.65712E+12,1,1175,1.65712E+12,-46.875,9.615384615,1300,4,,,,,,,
